no,card_no,EN_name,KR_name,base_ex,dir,lo_1st,lo_2st,lo_3st,mo_1st,mo_2st,mo_3st,wo_1st,wo_2st,wo_3st
89,메이저 11,Justice,정의,"불균형, 편견, 부정",역방향,Justice (정의): 과거에는 공정함이나 균형을 유지하는 데 어려움을 겪었을 수 있습니다. 이로 인해 현재의 관계나 상황에 영향을 줄 수 있습니다.,"11. Justice (정의): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 공정함이나 균형을 유지하기 어려울 수 있습니다. 불공평하거나 부당한 상황에 처해있을 수 있으며, 갈등의 원인이 될 수 있습니다.","Justice (정의): 이 카드가 역방향으로 나온다면, 공정함이나 균형이 깨지거나 불공정한 상황이 발생할 수 있습니다. 현재의 상황에서 공정한 대우나 조화로운 해결책을 찾는 데 어려움을 겪을 수 있습니다.",1st정의역돈,2st정의역돈,3st정의역돈,1st정의역일,2st정의역일,3st정의역일
90,메이저 12,The Hanged Man,매달린 사람,"무의미한 희생, 맹목",역방향,The Hanged Man (매달린 사람): 당신이 과거에는 자기 희생이나 포기를 경험했을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"12. The Hanged Man (매달린 사람): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 상황을 받아들이기 어려워하거나 변화에 저항할 수 있습니다. 새로운 관점이나 시각을 받아들이려 하지 않을 수 있습니다.","The Hanged Man (매달린 사람): 역방향으로 나온 경우, 어떤 문제에 대한 희생이나 포기가 필요하지만 이를 수용하려는 저항이 있을 수 있습니다. 현재의 상황에서 새로운 관점이나 변화에 대한 저항이 있을 수 있습니다.",1st매달린 사람역돈,2st매달린 사람역돈,3st매달린 사람역돈,1st매달린 사람역일,2st매달린 사람역일,3st매달린 사람역일
91,메이저 13,Death,죽음,"변화의 유보, 고착",역방향,Death (죽음): 과거에는 변화나 성장을 두려워했거나 거부했을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"13. Death (죽음): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 변화를 거부하거나 새로운 시작을 두려워할 수 있습니다. 지금의 상황을 벗어나기 위한 필요한 변화에 저항할 수 있으며, 과거에 매여있을 수 있습니다.","Death (죽음): 이 카드가 역방향으로 나온다면, 변화나 개선의 기회를 놓치거나 변화에 저항하는 경향이 있을 수 있습니다. 현재의 상황에서 지나친 안정성을 유지하려는 어려움을 나타낼 수 있습니다.",1st죽음역돈,2st죽음역돈,3st죽음역돈,1st죽음역일,2st죽음역일,3st죽음역일
92,메이저 14,Temperance,절제,"낭비, 불안정",역방향,Temperance (절제): 당신의 과거에는 조절이나 균형을 유지하는 것에 어려움을 겪었을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"14. Temperance (절제): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 감정적인 균형을 유지하기 어려울 수 있습니다. 과도한 감정이나 충동적인 행동에 빠질 수 있으며, 조절과 균형을 찾기 어려울 수 있습니다.","Temperance (절제): 역방향으로 나온 경우, 조화롭고 균형잡힌 상태를 유지하기 어려울 수 있습니다. 감정의 폭발이나 극단적인 행동에 빠질 수 있는 상황을 나타낼 수 있습니다.",1st절제역돈,2st절제역돈,3st절제역돈,1st절제역일,2st절제역일,3st절제역일
93,메이저 15,The Devil,악마,악순환으로부터의 각성,역방향,The Devil (악마): 당신의 과거에는 유혹이나 중독에 빠지거나 부정적인 관계에 머무르는 경향이 있었을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다,"15. The Devil (악마): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 유혹에 빠지거나 자신을 구속하는 상황에서 벗어나려고 노력할 수 있습니다. 부정적인 패턴이나 중독성 있는 행동에서 벗어나려는 의지를 나타낼 수 있습니다.","The Devil (악마): 이 카드가 역방향으로 나온다면, 자유로움이나 해방을 찾고자 하는 욕구가 강화될 수 있습니다. 현재의 상황에서 속박이나 중독성이 있는 행동에서 벗어나려는 노력을 나타낼 수 있습니다.",1st악마역돈,2st악마역돈,3st악마역돈,1st악마역일,2st악마역일,3st악마역일
94,메이저 16,The Tower,신의 집,필요로 하는 파괴,역방향,The Tower (탑): 과거에는 급격한 변화나 충격을 경험했을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"16. The Tower (탑): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 변화나 파괴를 거부할 수 있습니다. 불안정한 상황에서 안전한 곳으로 머물기를 원할 수 있으며, 변화에 대한 두려움이나 저항을 나타낼 수 있습니다.","The Tower (탑): 역방향으로 나온 경우, 갑작스럽고 파괴적인 변화가 예상되는 상황에서 예기치 못한 안정성이나 보호를 나타낼 수 있습니다. 현재의 상황에서 예상치 못한 위험을 피할 수 있을지도 모릅니다.",1st신의 집역돈,2st신의 집역돈,3st신의 집역돈,1st신의 집역일,2st신의 집역일,3st신의 집역일
95,메이저 17,The Star,별,"환멸, 비애",역방향,The Star (별): 당신의 과거에는 희망이나 영감을 찾지 못했을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"17. The Star (별): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 희망이나 기대를 잃을 수 있습니다. 희망과 미래에 대한 믿음이 흔들릴 수 있으며, 어둠 속에서 빛을 찾기 어려울 수 있습니다.","The Star (별): 이 카드가 역방향으로 나온다면, 희망이나 기대에 대한 불안감이나 의문이 생길 수 있습니다. 현재의 상황에서 희망의 빛이 어두워질 수 있으며, 내면의 안정성을 찾는 데 어려움을 겪을 수 있습니다.",1st별역돈,2st별역돈,3st별역돈,1st별역일,2st별역일,3st별역일
96,메이저 18,The Moon,달,"불안 해소, 명료함, 혼돈의 끝",역방향,The Moon (달): 과거에는 혼란스러운 감정이나 불안을 경험했을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"18. The Moon (달): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 혼란스러운 감정이나 불안을 경험할 수 있습니다. 감정적인 깊이나 진실을 알아내기 어려울 수 있으며, 현재의 상황이 혼란스러울 수 있습니다.","The Moon (달): 역방향으로 나온 경우, 혼란스럽거나 불안한 감정이 해소되고 명확성이 증가할 수 있습니다. 현재의 상황에서 혼란이나 불확실성이 해소될 수 있으며, 진실을 발견하는 데 도움이 될 수 있습니다.",1st달역돈,2st달역돈,3st달역돈,1st달역일,2st달역일,3st달역일
97,메이저 19,The Sun,태양,"연기(延期), 실패",역방향,The Sun (태양): 당신이 과거에는 긍정적인 에너지를 경험하지 못했을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"19. The Sun (태양): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 자신의 존재를 의심하거나 자아를 발견하기 어려워할 수 있습니다. 긍정적인 에너지와 자신감이 부족할 수 있으며, 어둠 속에서 밝은 빛을 찾기 어려울 수 있습니다.","The Sun (태양): 이 카드가 역방향으로 나온다면, 자아성찰이나 내면의 빛을 찾는 데 어려움을 겪을 수 있습니다. 현재의 상황에서 자아 발견이나 내적인 만족을 얻는 데 어려움을 겪을 수 있습니다.",1st태양역돈,2st태양역돈,3st태양역돈,1st태양역일,2st태양역일,3st태양역일
98,메이저 20,Judgement,심판,"재기불능, 후회",역방향,Judgement (심판): 과거에는 자기 판단이나 결정을 내리지 못했을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"20. Judgment (심판): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 자신의 선택과 행동에 대해 반성하고 자기 성찰을 하기 어려울 수 있습니다. 자기 책임을 회피하거나 변화를 거부할 수 있으며, 자기 성찰과 변화에 저항할 수 있습니다.","Judgement (심판): 역방향으로 나온 경우, 자기 판단이나 결정에 대한 의심이나 자비에 대한 부재가 있을 수 있습니다. 현재의 상황에서 자기 변화나 새로운 시작에 대한 두려움을 나타낼 수 있습니다.",1st심판역돈,2st심판역돈,3st심판역돈,1st심판역일,2st심판역일,3st심판역일
99,메이저 21,The World,세계,"미완성, 어중간함",역방향,The World (세계): 당신이 과거에는 성취나 완성을 경험하지 못했을 수 있습니다. 이로 인해 현재의 상황에 영향을 줄 수 있습니다.,"21. The World (세계): 이 카드가 역방향으로 나오면, 당신이나 상대방이 현재 자신의 성공과 완성에 대해 의심하거나 만족하기 어려울 수 있습니다. 성공을 인정하기 어려워하거나 목표를 완수하기 어려울 수 있으며, 완전한 성취에 도달하기 어려울 수 있습니다.","The World (세계): 이 카드가 역방향으로 나온다면, 완성이나 성공에 대한 감정이 부족하거나 완성되지 못한 일이 있을 수 있습니다. 현재의 상황에서 목표를 달성하거나 세계적인 성취를 위한 장애물이 있을 수 있습니다.",1st세계역돈,2st세계역돈,3st세계역돈,1st세계역일,2st세계역일,3st세계역일
100,마이너,wands 1,완드 1,"행운의 시기가 지난, 기다려야 하는, 시기가 안 좋은, 포기하는",역방향,Ace of Wands (막대의 Ace): 당신의 과거에는 창의성이나 열정적인 시작을 경험하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 활기찬 에너지나 새로운 시작에 어려움을 겪을 수 있습니다.,"완드 (봉) 1 - Ace of Wands (완드(봉)의 에이스):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 에너지와 열정이 부족한 상태에 있을 수 있습니다. 새로운 시작이나 동기부여가 어려울 수 있으며, 열정을 불러일으키는 요소가 부족할 수 있습니다.","Ace of Wands (완드의 에이스): 연애에서 역방향으로 나오면, 새로운 열정과 시작에 대한 부족을 나타낼 수 있습니다. 현재의 관계에서 활기와 열정이 부족하거나, 새로운 사랑의 기운을 찾는 데 어려움을 겪을 수 있습니다.",1st완드 1역돈,2st완드 1역돈,3st완드 1역돈,1st완드 1역일,2st완드 1역일,3st완드 1역일
101,마이너,wands 2,완드 2,"소식이 오지 않는, 지연되는, 망설이는",역방향,Two of Wands (막대의 둘): 과거에는 선택의 기회를 제대로 활용하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 방향성이나 목표를 설정하는 데 어려움을 겪을 수 있습니다.,"완드 (봉) 2 - Two of Wands (완드(봉)의 이):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 선택의 어려움이나 결정의 불확실성을 겪고 있을 수 있습니다. 현재의 관계나 상황에 대한 방향성을 찾기 어려울 수 있으며, 미래에 대한 계획이 부족할 수 있습니다.","Two of Wands (완드의 둘): 이 카드가 역방향으로 나오면, 상호간에 의사소통이 뚜렷하지 않거나 목표와 비전에 대한 일치가 부족할 수 있습니다. 관계의 방향성이 모호하거나 미래에 대한 공통된 목표가 없을 수 있습니다.",1st완드 2역돈,2st완드 2역돈,3st완드 2역돈,1st완드 2역일,2st완드 2역일,3st완드 2역일
102,마이너,wands 3,완드 3,"시기가 맞지 않는, 떄를 놓친, 소식이 오지 않는",역방향,Three of Wands (막대의 셋): 당신이 과거에는 비전이나 계획에 충실하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 성공을 이루기 위한 자신감이나 준비가 부족할 수 있습니다.,"완드 (봉) 3 - Three of Wands (완드(봉)의 쓰리):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 목표 달성을 위한 자신의 능력을 저해하고 있을 수 있습니다. 현재의 상황에서 발전이 어려울 수 있으며, 미래에 대한 확신이 부족할 수 있습니다.","Three of Wands (완드의 셋): 연애에서 이 카드가 역방향으로 나온다면, 현재의 관계에서 발전과 성장에 대한 불확실성을 나타낼 수 있습니다. 파트너와 함께한 미래에 대한 계획이 모호하거나 지연될 수 있습니다.",1st완드 3역돈,2st완드 3역돈,3st완드 3역돈,1st완드 3역일,2st완드 3역일,3st완드 3역일
103,마이너,wands 4,완드 4,"불안정한 기반, 가정의 불화, 불안함",역방향,Four of Wands (막대의 넷): 과거에는 축하나 성공을 충분히 경험하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 안정이나 성공을 위한 기대가 높을 수 있습니다.,"완드 (봉) 4 - Four of Wands (완드(봉)의 포):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 안정과 안락함을 찾기 어려울 수 있습니다. 관계나 집안 분위기에서 불안정한 상태일 수 있으며, 안정성을 유지하기 어려울 수 있습니다.","Four of Wands (완드의 넷): 역방향으로 나온 경우, 관계의 안정성과 축하에 대한 부재를 나타낼 수 있습니다. 파트너와의 관계에서 안락함과 안정성을 찾기 어려울 수 있으며, 기쁜 순간이나 축제가 부족할 수 있습니다.",1st완드 4역돈,2st완드 4역돈,3st완드 4역돈,1st완드 4역일,2st완드 4역일,3st완드 4역일
104,마이너,wands 5,완드 5,"패배하는, 수월한, 쓸데없는 경쟁, 격해지는 싸움, 왕따",역방향,Five of Wands (막대의 다섯): 당신의 과거에는 경쟁이나 갈등을 해결하는 방법을 제대로 배우지 못했을 수 있습니다. 이로 인해 현재의 관계나 상황에서 갈등이나 경쟁에 대한 어려움을 겪을 수 있습니다.,"완드 (봉) 5 - Five of Wands (완드(봉)의 파이브):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 갈등이나 경쟁에서 벗어나고자 하지만, 그것이 어려울 수 있습니다. 갈등이 해결되기 어려울 수 있으며, 협력과 조화를 찾기 어려울 수 있습니다.","Five of Wands (완드의 다섯): 이 카드가 역방향으로 나온다면, 관계에서의 갈등과 대립이 해소되거나 완화될 수 있습니다. 파트너와의 갈등이나 경쟁이 줄어들고, 조화롭고 평화로운 관계를 찾을 수 있습니다.",1st완드 5역돈,2st완드 5역돈,3st완드 5역돈,1st완드 5역일,2st완드 5역일,3st완드 5역일
105,마이너,wands 6,완드 6,"자신감이 부족한, 좋지 않은 소식, 실패, 구설수",역방향,Six of Wands (막대의 여섯): 과거에는 성공이나 승리에 대한 충분한 인정을 받지 못했을 수 있습니다. 이로 인해 현재의 상황에서 자신감이나 성취에 대한 인정을 받기 어려울 수 있습니다.,"완드 (봉) 6 - Six of Wands (완드(봉)의 식스):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 성공과 승리에 대해 자신감을 잃을 수 있습니다. 자신의 능력을 과소평가하거나, 성취에 대한 인정을 받기 어려울 수 있습니다.","Six of Wands (완드의 여섯): 연애에서 역방향으로 나오면, 성취와 승리에 대한 어려움이나 인정 받기 어려움을 나타낼 수 있습니다. 파트너와의 성공을 공유하는 데 어려움을 겪을 수 있으며, 자신을 충분히 인정받지 못할 수 있습니다.",1st완드 6역돈,2st완드 6역돈,3st완드 6역돈,1st완드 6역일,2st완드 6역일,3st완드 6역일
106,마이너,wands 7,완드 7,"도당한, 포기하는, 버티지 못한, 방어의 실패 , 조절 실패",역방향,Seven of Wands (막대의 일곱): 당신이 과거에는 자신의 신념이나 가치를 온전히 수호하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 자신의 입장을 온전히 표현하는 데 어려움을 겪을 수 있습니다.,"완드 (봉) 7 - Seven of Wands (완드(봉)의 세븐):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 경계심이나 방어적인 자세를 취하고 있을 수 있습니다. 주변 환경이나 경쟁 상황에 대해 너무 과민하게 반응할 수 있으며, 자신의 입장을 고집하기 쉬울 수 있습니다.","Seven of Wands (완드의 일곱): 이 카드가 역방향으로 나오면, 방어적인 자세나 도전에 대한 불안이나 자신의 입장을 옹호하는 데 어려움을 겪을 수 있습니다. 관계에서 자신을 옹호하고 보호하는 데 어려움을 겪을 수 있습니다.",1st완드 7역돈,2st완드 7역돈,3st완드 7역돈,1st완드 7역일,2st완드 7역일,3st완드 7역일
107,마이너,wands 8,완드 8,"시기를 놓친, 제자리 걸음, 더디게 진행되는 일, 퇴화, 지각",역방향,Eight of Wands (막대의 여덟): 과거에는 빠른 진전이나 행동을 취하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 속도나 움직임을 유지하는 데 어려움을 겪을 수 있습니다.,"완드 (봉) 8 - Eight of Wands (완드(봉)의 에잇):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 움직임이나 진전을 찾기 어려울 수 있습니다. 계획이나 목표를 달성하기 위한 노력이 부족할 수 있으며, 상황이 변화하기 어려울 수 있습니다.","Eight of Wands (완드의 여덟): 역방향으로 나온 경우, 관계에서 속도와 진전이 둔화될 수 있습니다. 의사소통이 혼란스러우며, 관계의 발전이 지연될 수 있습니다.",1st완드 8역돈,2st완드 8역돈,3st완드 8역돈,1st완드 8역일,2st완드 8역일,3st완드 8역일
108,마이너,wands 9,완드 9,"압도당한, 해결될 기미가 안보이는, 패배. 에너지 소진",역방향,Nine of Wands (막대의 아홉): 당신의 과거에는 인내와 강인함을 발휘하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 어려움을 극복하거나 마무리하는 데 어려움을 겪을 수 있습니다.,"완드 (봉) 9 - Nine of Wands (완드(봉)의 나인):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 내적인 피로와 신체적인 소진을 경험하고 있을 수 있습니다. 지침과 고난에 직면하고 있으며, 계속해서 노력하는 것이 어려울 수 있습니다. 어려운 시기를 견뎌내고 있지만, 휴식과 복원이 필요할 것입니다.","Nine of Wands (완드의 아홉): 연애에서 역방향으로 나오면, 내면의 상처나 방어적인 자세로 인해 관계에서의 신뢰와 개방성에 대한 어려움을 나타낼 수 있습니다. 과거의 상처로 인해 파트너와의 관계에서 불안정성을 겪을 수 있습니다.",1st완드 9역돈,2st완드 9역돈,3st완드 9역돈,1st완드 9역일,2st완드 9역일,3st완드 9역일
109,마이너,wands 10,완드 10,"고통에서 벗어나게 되는, 압박에 무너진, 힘이 부쳐서 포기하는,",역방향,Ten of Wands (막대의 열): 과거에는 과중한 부담이나 책임을 경험했을 수 있습니다. 이로 인해 현재의 상황에서 너무 많은 부담이나 짐을 감당하기 어려울 수 있습니다.,"완드 (봉) 10 - Ten of Wands (완드(봉)의 텐):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 부담과 짐을 감당하기 어려워하고 있을 수 있습니다. 지나친 책임이나 압박으로 인해 지치고 힘들어하며, 상황을 처리하는 데 어려움을 겪을 수 있습니다.","Ten of Wands (완드의 열): 이 카드가 역방향으로 나온다면, 지나치게 부담스러운 책임이나 짐에서 벗어나는 과정을 나타낼 수 있습니다. 관계에서의 과도한 압박이나 책임으로부터 벗어나는 것을 나타내며, 자유로워지고 더 나은 방향으로 나아가려는 의지를 보여줍니다.",1st완드 10역돈,2st완드 10역돈,3st완드 10역돈,1st완드 10역일,2st완드 10역일,3st완드 10역일
110,마이너,wands Page,완드 시종,"어설픈, 주의가 필요한, 마음만 앞서는, 잘 알지 못하는",역방향,Page of Wands (막대의 Page): 당신이 과거에는 자신의 열망이나 꿈을 충분히 탐구하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 창의성이나 새로운 가능성을 놓치는 데 어려움을 겪을 수 있습니다.,"완드 (봉) Page - Page of Wands (완드(봉)의 페이지):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 무관심하거나 무기력한 상태에 있을 수 있습니다. 에너지와 열정이 부족하며, 새로운 아이디어나 동기부여를 찾기 어려울 수 있습니다.","Page of Wands (완드의 신하): 연애에서 역방향으로 나오면, 새로운 아이디어나 열정적인 시작에 대한 부재나 주의가 필요함을 나타낼 수 있습니다. 새로운 사랑의 기운이나 잠재력이 아직 발현되지 않았을 수 있으며, 행동하기보다는 더 많은 고려와 준비가 필요할 수 있습니다.",1st완드 시종역돈,2st완드 시종역돈,3st완드 시종역돈,1st완드 시종역일,2st완드 시종역일,3st완드 시종역일
111,마이너,wands Knight,완드 기사,"경솔한, 충동적인, 욱하는, 자만하는, 실수하는",역방향,Knight of Wands (막대의 Knight): 과거에는 모험심이나 용기를 충분히 발휘하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 새로운 도전에 나서기 어려움을 겪을 수 있습니다.,"완드 (봉) Knight - Knight of Wands (완드(봉)의 나이트):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 불안정하거나 변덕스러운 행동을 보일 수 있습니다. 계획을 추진하거나 목표를 달성하기 위한 노력이 부족할 수 있으며, 즉흥적인 결정을 내릴 수 있습니다.","Knight of Wands (완드의 기사): 역방향으로 나온 경우, 과도한 탐험심이나 모험심으로 인해 관계에서의 안정성이 부족할 수 있습니다. 행동력과 활동성이 너무 과감하거나 적절하지 않을 수 있으며, 조심스러운 태도가 필요할 수 있습니다.",1st완드 기사역돈,2st완드 기사역돈,3st완드 기사역돈,1st완드 기사역일,2st완드 기사역일,3st완드 기사역일
112,마이너,wands Queen,완드 여왕,"옹졸한, 포용력이 없는, 오지랖, 너무 지배적인",역방향,Queen of Wands (막대의 Queen): 당신이 과거에는 자신의 열정이나 에너지를 충분히 발휘하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 리더십이나 자기 표현에 어려움을 겪을 수 있습니다.,"완드 (봉) Queen - Queen of Wands (완드(봉)의 퀸):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 자신의 역량을 과소평가하거나 자신에 대한 자신감이 부족할 수 있습니다. 창의성과 열정을 발휘하기 어려울 수 있으며, 자신의 목표를 추구하는 데 어려움을 겪을 수 있습니다.","Queen of Wands (완드의 여왕): 이 카드가 역방향으로 나오면, 카리스마와 자신감이 부족할 수 있습니다. 관계에서 지도자적인 역할을 맡는 데 어려움을 겪을 수 있으며, 열정과 활기가 부족할 수 있습니다.",1st완드 여왕역돈,2st완드 여왕역돈,3st완드 여왕역돈,1st완드 여왕역일,2st완드 여왕역일,3st완드 여왕역일
113,마이너,wands King,완드 왕,"실패하는, 결단력의 부족, 너무 직관적인, 두려움",역방향,King of Wands (막대의 King): 과거에는 자신의 목표를 확실하게 추구하지 못했을 수 있습니다. 이로 인해 현재의 상황에서 리더십이나 목표 달성에 대한 자신감이 부족할 수 있습니다.,"완드 (봉) King - King of Wands (완드(봉)의 킹):이 카드가 역방향으로 나온다면, 당신이나 상대방이 현재 지나친 힘을 발휘하거나 지나친 통제를 시도할 수 있습니다. 지나치게 강요하거나 지배적인 태도를 취할 수 있으며, 다른 사람들과의 협력이 어려울 수 있습니다.","King of Wands (완드의 왕): 연애에서 역방향으로 나오면, 자기 확신이 약화되거나 지나치게 폭력적인 태도를 보일 수 있습니다. 지나치게 강한 통제력이나 충동적인 행동이 관계에 부정적인 영향을 미칠 수 있으며, 파트너와의 조화로운 관계를 유지하는 데 어려움을 겪을 수 있습니다.",1st완드 왕역돈,2st완드 왕역돈,3st완드 왕역돈,1st완드 왕역일,2st완드 왕역일,3st완드 왕역일
114,마이너,swords 1,소드 1,"패배, 잘못된 판단, 장애물, 의미 없는 승리, 권력 남용",역방향,Ace of Swords (검의 Ace): 당신의 과거에는 명확한 생각이나 의사 표현에 어려움을 겪었을 수 있습니다. 이로 인해 현재의 의사 소통이나 관계에 영향을 줄 수 있습니다.,"소드 (칼) 에이스 - Ace of Swords (소드의 에이스):역방향으로 나온 이 카드는 현재 당신이나 상대방이 진실을 피하거나 현실을 왜곡하고 있는 것을 나타냅니다. 비교적 명확한 상황이 혼란스럽게 뒤섞여 있을 수 있으며, 소통에 어려움을 겪을 수 있습니다. 이 카드는 또한 오해나 오류가 발생할 수 있음을 나타냅니다.","Ace of Swords (소드의 에이스): 연애에서 역방향으로 나오면, 불필요한 갈등이나 혼란이 있을 수 있습니다. 의사 소통에 어려움을 겪을 수 있으며, 관계에서의 명확성과 진실성에 대한 부족을 나타낼 수 있습니다.",1st소드 1역돈,2st소드 1역돈,3st소드 1역돈,1st소드 1역일,2st소드 1역일,3st소드 1역일
115,마이너,swords 2,소드 2,"성급한 결정, 한쪽으로 쏠린, 균형을 잃은 현실을 마주하는",역방향,Two of Swords (검의 둘): 과거에는 선택이나 의사 결정에 어려움을 겪었을 수 있습니다. 이로 인해 현재의 관계나 상황에서 결정을 내리는 데 어려움을 겪을 수 있습니다.,"소드 2 - Two of Swords (소드의 투):역방향으로 나온 이 카드는 현재 당신이나 상대방이 중요한 결정을 내리지 못하고 있는 것을 나타냅니다. 결정의 막다른 길에 있다고 느낄 수 있으며, 두려움이나 불확실성이 결정을 방해하고 있을 수 있습니다. 이 카드는 결정을 내리고 행동에 옮기는 것이 중요함을 상기시킵니다.","Two of Swords (소드의 둘): 이 카드가 역방향으로 나오면, 결정을 내릴 수 없거나 갈등을 피하려는 경향이 있을 수 있습니다. 관계에서 의사 소통이 차단되거나 양립할 수 없는 상황에 직면할 수 있습니다.",1st소드 2역돈,2st소드 2역돈,3st소드 2역돈,1st소드 2역일,2st소드 2역일,3st소드 2역일
116,마이너,swords 3,소드 3,"마음의 상처, 고통스러운, 괴로운, 극심한 고통, 배신, 이별",역방향,Three of Swords (검의 셋): 당신이 과거에는 심리적인 상처나 아픔을 경험했을 수 있습니다. 이로 인해 현재의 관계나 심리적 안녕에 영향을 줄 수 있습니다.,"소드 3 - Three of Swords (소드의 쓰리):역방향으로 나온 이 카드는 과거의 상처나 아픔에서 벗어나고 있는 것을 나타냅니다. 당신이나 상대방이 지난 상처를 치유하고, 새로운 시작을 위해 과거를 떠나고 있는 중입니다. 이 카드는 감정적인 회복과 치유의 과정을 나타내며, 새로운 희망과 가능성을 상징합니다.","Three of Swords (소드의 셋): 소드 묶음의 세 번째 카드가 역방향으로 나오면, 심리적인 상처나 아픔이 완전히 치유되지 않았을 수 있습니다. 관계에서의 상처나 갈등이 장기간 계속되고 있을 수 있으며, 치유되지 않은 감정이 여전히 존재할 수 있습니다.",1st소드 3역돈,2st소드 3역돈,3st소드 3역돈,1st소드 3역일,2st소드 3역일,3st소드 3역일
117,마이너,swords 4,소드 4,"불안정한, 휴식을 마친, 일상으로 돌아와야 하는, 주의, 재활",역방향,Four of Swords (검의 넷): 과거에는 휴식이나 내적 치유를 충분히 경험하지 못했을 수 있습니다. 이로 인해 현재의 심리적 안정이나 관계에 영향을 줄 수 있습니다.,"소드 4 - Four of Swords (소드의 포):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 휴식이나 정신적 회복이 필요함에도 불구하고 그것을 어려워하는 것을 나타냅니다. 무리하게 일상 생활에 빠져있거나 정신적으로 과중한 상태일 수 있으며, 쉬는 것이나 재충전이 필요한 것을 무시하고 있을 수 있습니다.","Four of Swords (소드의 넷): 이 카드가 역방향으로 나오면, 휴식과 회복에 대한 부족이나 지속적인 스트레스가 나타날 수 있습니다. 관계에서의 긴장이나 압박이 여전히 존재할 수 있으며, 휴식과 조화를 찾기 어려울 수 있습니다.",1st소드 4역돈,2st소드 4역돈,3st소드 4역돈,1st소드 4역일,2st소드 4역일,3st소드 4역일
118,마이너,swords 5,소드 5,"뺏기는, 배신 당하는, 술수에 말려든, 나약함",역방향,Five of Swords (검의 다섯): 당신이 과거에는 갈등이나 패배를 경험했을 수 있습니다. 이로 인해 현재의 관계나 상황에서 극복해야 할 어려움을 경험할 수 있습니다.,"소드 5 - Five of Swords (소드의 파이브):역방향으로 나온 이 카드는 당신이나 상대방이 현재 갈등이나 싸움에서 벗어나고 있는 것을 나타냅니다. 이전의 갈등이나 적대적인 상황을 해결하거나 종료하려는 노력을 보이고 있으며, 화해나 용서의 의지가 강해지고 있는 중입니다. 이 카드는 이전의 갈등에서 배운 교훈을 통해 성장하고 나아가는 것을 나타냅니다.","Five of Swords (소드의 다섯): 연애에서 역방향으로 나온 경우, 승리나 성취에 대한 외면이나 불만족을 나타낼 수 있습니다. 관계에서의 승리가 당신에게 만족스럽지 않거나, 승리에 대한 갈등이 여전히 존재할 수 있습니다.",1st소드 5역돈,2st소드 5역돈,3st소드 5역돈,1st소드 5역일,2st소드 5역일,3st소드 5역일
